,timeDerrotado
22637,"[15, 50, 23, 16, 28]"
22638,"[93, 86, 104, 73, 75]"
22639,"[51, 9, 11, 86, 12]"
22640,"[67, 20, 25, 26, 80]"
22641,"[28, 31, 69, 39, 75]"
22642,"[16, 14, 59, 44, 87]"
22643,"[39, 33, 59, 32, 40]"
22644,"[112, 74, 25, 87, 72]"
22645,"[76, 75, 67, 104, 27]"
22646,"[80, 14, 36, 71, 97]"
22647,"[31, 59, 6, 21, 75]"
22648,"[74, 11, 104, 106, 87]"
22649,"[76, 104, 21, 11, 29]"
22650,"[50, 1, 73, 44, 71]"
22651,"[97, 104, 73, 106, 112]"
22652,"[86, 112, 12, 39, 28]"
22653,"[5, 47, 26, 48, 68]"
22654,"[55, 11, 27, 16, 72]"
22655,"[21, 93, 31, 50, 69]"
22656,"[11, 62, 5, 74, 21]"
22657,"[104, 100, 17, 3, 8]"
22658,"[21, 72, 60, 7, 74]"
22659,"[39, 87, 69, 98, 18]"
22660,"[59, 54, 26, 56, 71]"
22661,"[2, 19, 22, 5, 95]"
22662,"[39, 69, 1, 50, 86]"
22663,"[61, 10, 28, 35, 75]"
22664,"[31, 94, 7, 11, 14]"
22665,"[100, 50, 29, 8, 84]"
22666,"[21, 49, 91, 19, 26]"
22667,"[16, 11, 28, 21, 41]"
22668,"[106, 25, 72, 101, 21]"
22669,"[106, 44, 50, 14, 98]"
22670,"[23, 64, 34, 106, 112]"
22671,"[102, 39, 3, 20, 32]"
22672,"[84, 47, 19, 58, 100]"
22673,"[9, 20, 37, 69, 11]"
22674,"[21, 50, 46, 73, 74]"
22675,"[93, 51, 26, 17, 8]"
22676,"[86, 28, 74, 57, 91]"
22677,"[91, 26, 99, 12, 73]"
22678,"[3, 8, 33, 2, 64]"
22679,"[18, 14, 96, 86, 97]"
22680,"[54, 55, 27, 53, 6]"
22681,"[29, 106, 5, 100, 97]"
22682,"[35, 12, 5, 54, 51]"
22683,"[97, 21, 42, 23, 86]"
22684,"[92, 67, 50, 68, 74]"
22685,"[75, 99, 112, 72, 30]"
22686,"[21, 20, 106, 112, 95]"
22687,"[19, 85, 91, 26, 21]"
22688,"[100, 52, 106, 5, 48]"
22689,"[75, 59, 86, 104, 74]"
22690,"[69, 72, 73, 39, 22]"
22691,"[72, 68, 25, 20, 28]"
22692,"[25, 56, 84, 98, 16]"
22693,"[1, 18, 71, 46, 101]"
22694,"[32, 97, 11, 57, 100]"
22695,"[69, 50, 39, 65, 12]"
22696,"[62, 73, 8, 51, 70]"
22697,"[112, 30, 67, 104, 92]"
22698,"[18, 39, 100, 75, 98]"
22699,"[36, 23, 66, 21, 41]"
22700,"[14, 26, 67, 97, 27]"
22701,"[74, 67, 21, 99, 51]"
22702,"[25, 42, 100, 86, 99]"
22703,"[17, 19, 106, 11, 102]"
22704,"[1, 59, 11, 84, 50]"
22705,"[72, 11, 102, 62, 7]"
22706,"[43, 59, 50, 110, 12]"
22707,"[80, 93, 27, 19, 52]"
22708,"[1, 102, 17, 27, 85]"
22709,"[93, 69, 5, 39, 11]"
22710,"[53, 40, 7, 74, 59]"
22711,"[112, 86, 106, 74, 61]"
22712,"[106, 1, 87, 112, 100]"
22713,"[56, 28, 74, 100, 68]"
22714,"[54, 25, 21, 85, 30]"
22715,"[2, 106, 55, 46, 31]"
22716,"[21, 55, 14, 46, 56]"
22717,"[55, 72, 39, 92, 87]"
22718,"[57, 75, 98, 93, 33]"
22719,"[72, 76, 83, 20, 51]"
22720,"[8, 68, 21, 7, 100]"
22721,"[32, 82, 100, 36, 64]"
22722,"[104, 74, 50, 30, 8]"
22723,"[69, 35, 68, 2, 11]"
22724,"[8, 28, 25, 53, 20]"
22725,"[70, 36, 92, 84, 59]"
22726,"[94, 74, 112, 97, 3]"
22727,"[44, 21, 85, 90, 73]"
22728,"[51, 46, 62, 5, 8]"
22729,"[33, 63, 7, 73, 8]"
22730,"[75, 11, 111, 12, 100]"
22731,"[6, 50, 43, 98, 68]"
22732,"[5, 68, 14, 72, 51]"
22733,"[98, 19, 8, 50, 27]"
22734,"[48, 72, 73, 16, 87]"
22735,"[11, 27, 47, 26, 2]"
22736,"[44, 39, 60, 90, 69]"
22737,"[37, 17, 82, 2, 81]"
22738,"[74, 29, 32, 49, 112]"
22739,"[81, 29, 21, 9, 35]"
22740,"[64, 2, 11, 26, 8]"
22741,"[93, 16, 55, 34, 87]"
22742,"[104, 86, 36, 22, 32]"
22743,"[7, 78, 19, 91, 5]"
22744,"[38, 22, 29, 60, 8]"
22745,"[75, 104, 11, 5, 7]"
22746,"[14, 86, 72, 11, 48]"
22747,"[87, 35, 104, 53, 50]"
22748,"[26, 39, 56, 97, 10]"
22749,"[106, 11, 73, 86, 27]"
22750,"[14, 12, 19, 35, 5]"
22751,"[25, 59, 71, 27, 46]"
22752,"[20, 21, 73, 7, 42]"
22753,"[36, 51, 67, 106, 50]"
22754,"[11, 75, 28, 109, 68]"
22755,"[71, 62, 88, 28, 80]"
22756,"[28, 11, 64, 8, 31]"
22757,"[63, 21, 75, 59, 11]"
22758,"[76, 5, 110, 77, 16]"
22759,"[93, 74, 104, 14, 28]"
22760,"[21, 67, 48, 85, 71]"
22761,"[30, 13, 31, 93, 41]"
22762,"[55, 87, 10, 74, 93]"
22763,"[73, 92, 49, 21, 14]"
22764,"[42, 30, 74, 5, 4]"
22765,"[48, 55, 39, 33, 26]"
22766,"[106, 101, 73, 30, 41]"
22767,"[71, 21, 19, 104, 1]"
22768,"[5, 30, 10, 66, 98]"
22769,"[7, 44, 17, 2, 50]"
22770,"[25, 8, 107, 69, 39]"
22771,"[39, 100, 104, 93, 36]"
22772,"[14, 54, 2, 57, 59]"
22773,"[26, 79, 59, 21, 46]"
22774,"[88, 11, 70, 30, 100]"
22775,"[28, 3, 8, 74, 14]"
22776,"[100, 7, 1, 60, 86]"
22777,"[16, 8, 28, 44, 57]"
22778,"[93, 82, 87, 74, 7]"
22779,"[16, 62, 73, 7, 21]"
22780,"[1, 21, 69, 74, 50]"
22781,"[28, 20, 50, 73, 106]"
22782,"[22, 62, 5, 99, 73]"
22783,"[1, 98, 21, 26, 28]"
22784,"[55, 11, 32, 86, 2]"
22785,"[16, 21, 9, 68, 54]"
22786,"[104, 47, 2, 44, 50]"
22787,"[9, 59, 42, 30, 74]"
22788,"[28, 33, 106, 39, 111]"
22789,"[42, 91, 50, 59, 72]"
22790,"[74, 104, 14, 18, 50]"
22791,"[86, 11, 112, 28, 102]"
22792,"[85, 112, 110, 39, 44]"
22793,"[110, 73, 58, 16, 28]"
22794,"[73, 2, 44, 31, 110]"
22795,"[29, 75, 106, 37, 46]"
22796,"[74, 57, 11, 7, 93]"
22797,"[15, 20, 84, 95, 21]"
22798,"[49, 21, 28, 26, 52]"
22799,"[63, 26, 70, 57, 59]"
22800,"[71, 11, 8, 112, 2]"
22801,"[74, 42, 110, 104, 1]"
22802,"[21, 50, 111, 87, 59]"
22803,"[74, 102, 75, 41, 13]"
22804,"[86, 21, 62, 88, 73]"
22805,"[102, 39, 30, 11, 106]"
22806,"[82, 83, 12, 51, 50]"
22807,"[92, 27, 11, 54, 100]"
22808,"[74, 112, 20, 93, 38]"
22809,"[1, 6, 99, 84, 68]"
22810,"[107, 62, 11, 74, 33]"
22811,"[46, 70, 30, 74, 75]"
22812,"[11, 75, 74, 106, 34]"
22813,"[100, 74, 12, 99, 75]"
22814,"[5, 21, 42, 35, 74]"
22815,"[1, 29, 5, 9, 68]"
22816,"[2, 14, 11, 53, 12]"
22817,"[21, 26, 9, 101, 42]"
22818,"[88, 93, 21, 59, 104]"
22819,"[50, 73, 112, 99, 18]"
22820,"[19, 63, 71, 86, 64]"
22821,"[75, 110, 47, 42, 100]"
22822,"[43, 21, 93, 100, 42]"
22823,"[46, 101, 51, 45, 63]"
22824,"[39, 62, 100, 1, 14]"
22825,"[45, 62, 14, 75, 8]"
22826,"[69, 14, 25, 71, 40]"
22827,"[42, 28, 21, 68, 104]"
22828,"[30, 39, 93, 28, 7]"
22829,"[11, 111, 12, 85, 36]"
22830,"[75, 106, 28, 11, 7]"
22831,"[69, 84, 106, 21, 112]"
22832,"[41, 36, 65, 7, 21]"
22833,"[44, 14, 70, 20, 32]"
22834,"[59, 33, 65, 109, 85]"
22835,"[14, 36, 22, 42, 8]"
22836,"[21, 68, 73, 16, 74]"
22837,"[94, 37, 48, 43, 34]"
22838,"[3, 106, 30, 74, 72]"
22839,"[99, 30, 22, 26, 44]"
22840,"[97, 9, 93, 51, 7]"
22841,"[73, 62, 74, 8, 100]"
22842,"[47, 50, 12, 14, 21]"
22843,"[90, 25, 30, 48, 107]"
22844,"[11, 21, 73, 14, 30]"
22845,"[72, 87, 84, 69, 74]"
22846,"[39, 112, 19, 91, 97]"
22847,"[62, 45, 106, 39, 87]"
22848,"[21, 93, 68, 51, 7]"
22849,"[2, 8, 42, 36, 74]"
22850,"[25, 36, 26, 2, 52]"
22851,"[32, 57, 44, 22, 30]"
22852,"[25, 9, 68, 3, 8]"
22853,"[14, 4, 51, 22, 17]"
22854,"[104, 74, 26, 7, 2]"
22855,"[2, 52, 25, 28, 47]"
22856,"[27, 15, 72, 63, 50]"
22857,"[7, 21, 100, 47, 44]"
22858,"[8, 46, 56, 112, 100]"
22859,"[90, 105, 29, 41, 11]"
22860,"[3, 20, 71, 93, 76]"
22861,"[99, 2, 21, 70, 7]"
22862,"[17, 88, 21, 10, 86]"
22863,"[7, 20, 6, 17, 92]"
22864,"[70, 93, 104, 28, 112]"
22865,"[39, 19, 79, 100, 85]"
22866,"[46, 7, 63, 74, 85]"
22867,"[51, 57, 39, 1, 84]"
22868,"[95, 21, 104, 36, 57]"
22869,"[84, 50, 28, 17, 18]"
22870,"[18, 87, 20, 21, 38]"
22871,"[68, 14, 103, 21, 73]"
22872,"[99, 2, 9, 18, 37]"
22873,"[1, 86, 28, 11, 68]"
22874,"[42, 19, 86, 99, 43]"
22875,"[11, 52, 104, 93, 61]"
22876,"[1, 86, 45, 73, 56]"
22877,"[112, 71, 22, 21, 1]"
22878,"[28, 71, 59, 79, 56]"
22879,"[57, 46, 48, 107, 60]"
22880,"[50, 21, 47, 60, 59]"
22881,"[2, 21, 93, 26, 31]"
22882,"[74, 57, 18, 21, 16]"
22883,"[26, 81, 90, 44, 21]"
22884,"[106, 99, 1, 86, 67]"
22885,"[104, 11, 31, 106, 19]"
22886,"[64, 100, 21, 69, 12]"
22887,"[21, 4, 32, 102, 98]"
22888,"[68, 69, 104, 6, 8]"
22889,"[25, 50, 21, 1, 93]"
22890,"[106, 85, 50, 28, 73]"
22891,"[5, 51, 74, 100, 106]"
22892,"[28, 8, 30, 50, 39]"
22893,"[11, 19, 42, 91, 39]"
22894,"[100, 93, 9, 11, 75]"
22895,"[14, 73, 54, 75, 7]"
22896,"[33, 73, 29, 96, 21]"
22897,"[112, 9, 39, 51, 41]"
22898,"[8, 38, 56, 100, 50]"
22899,"[19, 103, 51, 68, 74]"
22900,"[105, 101, 1, 100, 14]"
22901,"[36, 48, 54, 49, 25]"
22902,"[27, 70, 32, 26, 11]"
22903,"[25, 8, 21, 104, 75]"
22904,"[16, 44, 104, 8, 7]"
22905,"[7, 11, 100, 40, 18]"
22906,"[2, 98, 73, 35, 31]"
22907,"[14, 12, 36, 104, 53]"
22908,"[11, 65, 106, 4, 50]"
22909,"[53, 71, 77, 39, 50]"
22910,"[84, 11, 55, 5, 23]"
22911,"[7, 5, 93, 18, 11]"
22912,"[75, 61, 72, 11, 3]"
22913,"[93, 11, 112, 74, 30]"
22914,"[93, 29, 18, 9, 104]"
22915,"[82, 21, 40, 30, 28]"
22916,"[28, 8, 73, 90, 75]"
22917,"[21, 2, 14, 68, 47]"
22918,"[106, 7, 72, 55, 25]"
22919,"[93, 44, 57, 39, 14]"
22920,"[6, 76, 88, 30, 11]"
22921,"[6, 111, 50, 80, 7]"
22922,"[99, 8, 17, 87, 66]"
22923,"[21, 25, 14, 31, 10]"
22924,"[4, 11, 100, 104, 64]"
22925,"[25, 6, 14, 70, 95]"
22926,"[112, 3, 110, 1, 74]"
22927,"[26, 75, 98, 25, 104]"
22928,"[74, 72, 30, 105, 77]"
22929,"[94, 50, 106, 12, 31]"
22930,"[112, 44, 39, 2, 55]"
22931,"[7, 70, 62, 31, 47]"
22932,"[72, 47, 22, 39, 7]"
22933,"[21, 62, 9, 36, 104]"
22934,"[53, 83, 21, 37, 28]"
22935,"[88, 74, 59, 14, 1]"
22936,"[46, 3, 73, 2, 85]"
22937,"[6, 57, 1, 2, 76]"
22938,"[75, 107, 97, 104, 25]"
22939,"[26, 100, 8, 69, 11]"
22940,"[60, 74, 11, 3, 8]"
22941,"[1, 7, 21, 2, 84]"
22942,"[74, 99, 25, 47, 53]"
22943,"[3, 107, 17, 77, 50]"
22944,"[75, 8, 86, 21, 110]"
22945,"[104, 39, 56, 25, 19]"
22946,"[69, 11, 59, 75, 22]"
22947,"[93, 68, 112, 74, 28]"
22948,"[21, 19, 73, 101, 53]"
22949,"[73, 14, 10, 17, 82]"
22950,"[54, 71, 30, 9, 85]"
22951,"[2, 21, 87, 22, 73]"
22952,"[69, 78, 77, 26, 11]"
22953,"[46, 1, 88, 7, 29]"
22954,"[16, 54, 3, 23, 100]"
22955,"[8, 50, 63, 11, 86]"
22956,"[33, 93, 48, 50, 11]"
22957,"[73, 28, 55, 85, 111]"
22958,"[25, 106, 86, 60, 51]"
22959,"[11, 4, 52, 99, 21]"
22960,"[15, 31, 112, 73, 60]"
22961,"[7, 21, 50, 48, 71]"
22962,"[76, 84, 50, 72, 21]"
22963,"[69, 1, 25, 21, 100]"
22964,"[12, 84, 105, 63, 53]"
22965,"[39, 68, 99, 21, 7]"
22966,"[84, 86, 8, 71, 11]"
22967,"[7, 82, 106, 25, 68]"
22968,"[84, 18, 97, 11, 112]"
22969,"[106, 84, 46, 21, 71]"
22970,"[29, 87, 106, 36, 100]"
22971,"[72, 5, 97, 3, 74]"
22972,"[74, 68, 85, 100, 21]"
22973,"[100, 2, 106, 39, 112]"
22974,"[74, 12, 99, 16, 25]"
22975,"[74, 10, 46, 14, 69]"
22976,"[75, 72, 85, 73, 28]"
22977,"[3, 75, 23, 46, 73]"
22978,"[112, 39, 73, 41, 28]"
22979,"[49, 106, 62, 55, 68]"
22980,"[63, 93, 51, 21, 86]"
22981,"[74, 39, 22, 68, 67]"
22982,"[36, 28, 68, 94, 5]"
22983,"[34, 57, 100, 39, 93]"
22984,"[86, 23, 97, 41, 2]"
22985,"[14, 60, 49, 46, 13]"
22986,"[20, 81, 112, 69, 106]"
22987,"[51, 39, 73, 50, 71]"
22988,"[21, 42, 100, 85, 74]"
22989,"[50, 7, 104, 11, 73]"
22990,"[32, 106, 22, 70, 87]"
22991,"[82, 100, 35, 68, 97]"
22992,"[93, 21, 85, 19, 87]"
22993,"[46, 87, 68, 48, 55]"
22994,"[74, 21, 112, 87, 93]"
22995,"[30, 104, 48, 8, 23]"
22996,"[101, 59, 23, 27, 21]"
22997,"[34, 44, 28, 83, 86]"
22998,"[21, 42, 43, 75, 90]"
22999,"[22, 15, 1, 75, 68]"
23000,"[75, 41, 74, 101, 76]"
23001,"[9, 25, 41, 55, 39]"
23002,"[101, 10, 1, 112, 81]"
23003,"[39, 12, 20, 62, 50]"
23004,"[87, 69, 28, 3, 106]"
23005,"[73, 39, 83, 62, 25]"
23006,"[69, 12, 21, 68, 74]"
23007,"[62, 8, 69, 14, 84]"
23008,"[62, 74, 57, 54, 1]"
23009,"[99, 25, 60, 98, 28]"
23010,"[73, 29, 4, 25, 14]"
23011,"[18, 19, 100, 112, 11]"
23012,"[27, 36, 19, 106, 3]"
23013,"[106, 95, 46, 9, 55]"
23014,"[10, 78, 85, 37, 21]"
23015,"[44, 50, 55, 83, 11]"
23016,"[28, 93, 53, 7, 21]"
23017,"[46, 100, 7, 63, 67]"
23018,"[62, 100, 105, 70, 104]"
23019,"[64, 81, 35, 26, 49]"
23020,"[32, 11, 42, 112, 102]"
23021,"[104, 29, 72, 83, 74]"
23022,"[1, 97, 112, 2, 53]"
23023,"[2, 7, 6, 76, 42]"
23024,"[45, 36, 18, 41, 14]"
23025,"[43, 42, 56, 75, 82]"
23026,"[97, 69, 12, 100, 14]"
23027,"[40, 74, 111, 30, 54]"
23028,"[107, 68, 106, 17, 20]"
23029,"[41, 62, 36, 75, 99]"
23030,"[8, 39, 2, 94, 45]"
23031,"[68, 16, 11, 39, 28]"
23032,"[19, 13, 57, 5, 32]"
23033,"[73, 23, 74, 86, 45]"
23034,"[86, 21, 67, 59, 87]"
23035,"[21, 105, 39, 23, 13]"
23036,"[98, 109, 39, 21, 75]"
23037,"[36, 68, 106, 14, 32]"
23038,"[57, 33, 60, 44, 25]"
23039,"[28, 87, 21, 62, 8]"
23040,"[5, 69, 59, 97, 32]"
23041,"[74, 21, 104, 101, 102]"
23042,"[17, 58, 97, 57, 44]"
23043,"[106, 7, 9, 73, 29]"
23044,"[95, 31, 106, 73, 64]"
23045,"[42, 97, 75, 34, 100]"
23046,"[112, 1, 46, 60, 68]"
23047,"[26, 7, 41, 39, 5]"
23048,"[28, 25, 112, 104, 1]"
23049,"[2, 71, 106, 73, 68]"
23050,"[21, 1, 63, 11, 79]"
23051,"[50, 48, 21, 67, 31]"
23052,"[51, 87, 49, 44, 14]"
23053,"[4, 68, 45, 65, 95]"
23054,"[14, 73, 22, 27, 32]"
23055,"[21, 2, 76, 44, 39]"
23056,"[42, 74, 68, 11, 33]"
23057,"[39, 35, 5, 75, 70]"
23058,"[26, 31, 70, 44, 14]"
23059,"[95, 68, 32, 85, 11]"
23060,"[21, 9, 102, 91, 19]"
23061,"[98, 25, 13, 93, 7]"
23062,"[37, 7, 68, 46, 48]"
23063,"[112, 106, 68, 74, 55]"
23064,"[11, 14, 75, 58, 67]"
23065,"[95, 14, 98, 73, 102]"
23066,"[39, 11, 27, 23, 32]"
23067,"[103, 36, 18, 106, 28]"
23068,"[69, 21, 67, 14, 19]"
23069,"[28, 31, 1, 14, 101]"
23070,"[74, 112, 104, 10, 34]"
23071,"[39, 106, 97, 112, 57]"
23072,"[30, 67, 62, 14, 76]"
23073,"[21, 7, 86, 106, 100]"
23074,"[47, 67, 112, 85, 34]"
23075,"[79, 100, 11, 21, 112]"
23076,"[94, 74, 26, 104, 100]"
23077,"[112, 69, 100, 67, 106]"
23078,"[21, 53, 98, 44, 112]"
23079,"[98, 26, 97, 86, 8]"
23080,"[101, 37, 12, 31, 74]"
23081,"[99, 39, 110, 28, 7]"
23082,"[14, 96, 112, 95, 18]"
23083,"[100, 22, 32, 14, 28]"
23084,"[110, 5, 47, 103, 1]"
23085,"[12, 28, 26, 48, 25]"
23086,"[22, 72, 112, 104, 53]"
23087,"[35, 41, 57, 111, 98]"
23088,"[63, 11, 110, 100, 93]"
23089,"[21, 40, 42, 2, 7]"
23090,"[51, 11, 112, 53, 93]"
23091,"[21, 86, 69, 9, 8]"
23092,"[56, 37, 34, 28, 112]"
23093,"[85, 50, 100, 66, 59]"
23094,"[73, 8, 62, 39, 71]"
23095,"[11, 25, 86, 89, 38]"
23096,"[55, 1, 14, 37, 3]"
23097,"[36, 48, 21, 84, 73]"
23098,"[55, 57, 21, 112, 47]"
23099,"[22, 81, 39, 28, 42]"
23100,"[80, 70, 93, 74, 14]"
23101,"[30, 95, 2, 25, 43]"
23102,"[99, 62, 68, 74, 44]"
23103,"[53, 25, 51, 11, 99]"
23104,"[36, 90, 89, 40, 99]"
23105,"[64, 100, 94, 2, 39]"
23106,"[46, 1, 50, 98, 13]"
23107,"[13, 2, 112, 44, 55]"
23108,"[73, 81, 4, 12, 23]"
23109,"[11, 39, 65, 97, 51]"
23110,"[54, 25, 106, 31, 62]"
23111,"[11, 7, 95, 20, 85]"
23112,"[47, 37, 74, 2, 1]"
23113,"[68, 34, 39, 19, 12]"
23114,"[63, 14, 47, 106, 21]"
23115,"[100, 107, 22, 68, 18]"
23116,"[75, 18, 74, 50, 94]"
23117,"[50, 21, 104, 44, 85]"
23118,"[44, 107, 86, 74, 2]"
23119,"[9, 93, 87, 11, 7]"
23120,"[66, 85, 15, 45, 104]"
23121,"[31, 107, 87, 60, 11]"
23122,"[5, 73, 100, 86, 32]"
23123,"[44, 57, 104, 93, 73]"
23124,"[100, 50, 22, 98, 73]"
23125,"[21, 53, 14, 47, 75]"
23126,"[59, 50, 25, 86, 67]"
23127,"[112, 28, 1, 7, 11]"
23128,"[99, 8, 49, 3, 50]"
23129,"[47, 41, 100, 57, 109]"
23130,"[22, 6, 14, 44, 39]"
23131,"[106, 28, 101, 57, 22]"
23132,"[41, 11, 50, 21, 5]"
23133,"[65, 86, 25, 97, 67]"
23134,"[4, 32, 31, 93, 85]"
23135,"[17, 7, 63, 39, 71]"
23136,"[102, 8, 14, 73, 50]"
23137,"[11, 7, 40, 85, 70]"
23138,"[35, 8, 110, 69, 26]"
23139,"[36, 80, 106, 112, 8]"
23140,"[1, 56, 25, 26, 44]"
23141,"[17, 95, 1, 104, 62]"
23142,"[11, 50, 105, 104, 100]"
23143,"[46, 56, 86, 12, 85]"
23144,"[29, 35, 26, 19, 50]"
23145,"[8, 35, 93, 7, 14]"
23146,"[11, 62, 57, 104, 28]"
23147,"[63, 7, 71, 74, 11]"
23148,"[73, 14, 100, 75, 72]"
23149,"[54, 74, 41, 67, 50]"
23150,"[74, 86, 13, 16, 36]"
23151,"[65, 81, 104, 74, 30]"
23152,"[69, 19, 43, 85, 12]"
23153,"[85, 1, 26, 74, 62]"
23154,"[41, 70, 69, 89, 67]"
23155,"[9, 83, 60, 93, 85]"
23156,"[97, 104, 68, 39, 102]"
23157,"[98, 20, 21, 29, 22]"
23158,"[101, 28, 104, 44, 1]"
23159,"[50, 106, 11, 57, 39]"
23160,"[59, 112, 60, 21, 14]"
23161,"[73, 8, 67, 65, 51]"
23162,"[21, 11, 67, 62, 58]"
23163,"[21, 78, 80, 45, 35]"
23164,"[2, 104, 74, 78, 14]"
23165,"[39, 16, 12, 90, 7]"
23166,"[9, 47, 6, 26, 2]"
23167,"[7, 51, 11, 102, 72]"
23168,"[21, 73, 16, 51, 64]"
23169,"[43, 26, 103, 106, 47]"
23170,"[41, 68, 38, 111, 106]"
23171,"[84, 8, 54, 99, 35]"
23172,"[74, 16, 30, 93, 72]"
23173,"[7, 101, 61, 10, 93]"
23174,"[42, 10, 11, 64, 21]"
23175,"[73, 112, 44, 94, 3]"
23176,"[27, 14, 44, 39, 36]"
23177,"[31, 74, 21, 68, 19]"
23178,"[91, 102, 17, 72, 64]"
23179,"[19, 23, 26, 39, 8]"
23180,"[31, 21, 8, 28, 71]"
23181,"[12, 21, 39, 102, 5]"
23182,"[5, 85, 51, 102, 59]"
23183,"[87, 106, 19, 105, 98]"
23184,"[28, 94, 23, 87, 97]"
23185,"[3, 25, 94, 106, 110]"
23186,"[7, 72, 11, 100, 98]"
23187,"[75, 43, 1, 55, 14]"
23188,"[44, 11, 26, 3, 31]"
23189,"[50, 89, 73, 100, 104]"
23190,"[18, 47, 86, 29, 104]"
23191,"[8, 90, 11, 87, 100]"
23192,"[21, 52, 76, 69, 28]"
23193,"[46, 20, 7, 110, 72]"
23194,"[56, 21, 28, 5, 107]"
23195,"[67, 47, 104, 14, 11]"
23196,"[22, 5, 93, 46, 50]"
23197,"[30, 43, 83, 98, 67]"
23198,"[68, 42, 74, 93, 75]"
23199,"[54, 7, 112, 11, 98]"
23200,"[74, 73, 11, 100, 30]"
23201,"[100, 21, 76, 74, 3]"
23202,"[25, 16, 47, 1, 7]"
23203,"[73, 22, 41, 5, 1]"
23204,"[84, 14, 47, 104, 8]"
23205,"[100, 112, 28, 25, 44]"
23206,"[14, 9, 27, 22, 21]"
23207,"[21, 69, 19, 93, 112]"
23208,"[32, 59, 104, 100, 16]"
23209,"[11, 21, 107, 66, 8]"
23210,"[42, 27, 21, 49, 26]"
23211,"[43, 95, 63, 15, 70]"
23212,"[21, 40, 42, 51, 60]"
23213,"[2, 102, 48, 74, 63]"
23214,"[18, 85, 9, 90, 39]"
23215,"[18, 106, 50, 68, 100]"
23216,"[69, 67, 21, 9, 110]"
23217,"[33, 74, 51, 101, 62]"
23218,"[41, 68, 30, 11, 101]"
23219,"[100, 106, 96, 63, 75]"
23220,"[19, 100, 21, 86, 57]"
23221,"[28, 50, 2, 11, 98]"
23222,"[62, 28, 14, 44, 12]"
23223,"[2, 59, 9, 21, 7]"
23224,"[87, 75, 28, 44, 71]"
23225,"[73, 25, 77, 107, 50]"
23226,"[21, 69, 73, 26, 71]"
23227,"[61, 21, 87, 43, 20]"
23228,"[67, 26, 71, 55, 100]"
23229,"[50, 1, 21, 102, 104]"
23230,"[5, 100, 74, 44, 21]"
23231,"[106, 55, 64, 95, 16]"
23232,"[35, 83, 95, 23, 9]"
23233,"[50, 2, 63, 51, 74]"
23234,"[27, 102, 100, 42, 35]"
23235,"[71, 11, 86, 8, 69]"
23236,"[98, 8, 30, 112, 25]"
23237,"[63, 8, 36, 26, 61]"
23238,"[95, 71, 74, 94, 59]"
23239,"[96, 100, 57, 1, 20]"
23240,"[26, 69, 37, 21, 74]"
23241,"[97, 8, 80, 5, 64]"
23242,"[19, 85, 86, 50, 73]"
23243,"[5, 2, 7, 50, 14]"
23244,"[14, 85, 56, 55, 59]"
23245,"[112, 72, 20, 56, 53]"
23246,"[30, 60, 93, 106, 68]"
23247,"[93, 75, 79, 36, 6]"
23248,"[17, 32, 28, 88, 44]"
23249,"[59, 44, 57, 74, 70]"
23250,"[19, 30, 86, 11, 21]"
23251,"[85, 42, 110, 74, 3]"
23252,"[98, 25, 30, 6, 16]"
23253,"[50, 17, 62, 71, 81]"
23254,"[22, 67, 106, 6, 47]"
23255,"[29, 90, 21, 8, 87]"
23256,"[1, 77, 39, 3, 21]"
23257,"[38, 77, 63, 11, 72]"
23258,"[25, 109, 36, 67, 112]"
23259,"[74, 39, 30, 44, 56]"
23260,"[25, 39, 81, 2, 14]"
23261,"[41, 82, 68, 55, 71]"
23262,"[104, 27, 8, 21, 7]"
23263,"[100, 68, 106, 74, 107]"
23264,"[30, 83, 93, 71, 15]"
23265,"[69, 11, 8, 101, 19]"
23266,"[85, 21, 25, 67, 11]"
23267,"[72, 60, 14, 19, 84]"
23268,"[39, 106, 33, 8, 95]"
23269,"[104, 62, 14, 39, 59]"
23270,"[16, 62, 29, 56, 46]"
23271,"[17, 62, 20, 1, 75]"
23272,"[57, 67, 28, 106, 25]"
23273,"[82, 21, 97, 98, 14]"
23274,"[45, 44, 39, 62, 74]"
23275,"[41, 86, 26, 69, 106]"
23276,"[67, 1, 19, 26, 73]"
23277,"[93, 20, 13, 8, 19]"
23278,"[19, 11, 3, 104, 27]"
23279,"[69, 76, 2, 110, 73]"
23280,"[64, 2, 34, 95, 68]"
23281,"[7, 46, 107, 100, 99]"
23282,"[74, 51, 26, 98, 8]"
23283,"[43, 33, 30, 2, 93]"
23284,"[27, 20, 11, 55, 25]"
23285,"[11, 53, 86, 93, 104]"
23286,"[104, 86, 1, 57, 11]"
23287,"[8, 99, 50, 21, 7]"
23288,"[112, 84, 46, 19, 21]"
23289,"[7, 99, 5, 21, 42]"
23290,"[70, 42, 48, 7, 73]"
23291,"[58, 71, 3, 106, 72]"
23292,"[21, 69, 86, 25, 60]"
23293,"[43, 4, 44, 34, 33]"
23294,"[73, 104, 11, 105, 19]"
23295,"[1, 75, 2, 21, 69]"
23296,"[21, 39, 40, 45, 11]"
23297,"[9, 7, 93, 94, 73]"
23298,"[99, 62, 105, 2, 95]"
23299,"[11, 57, 73, 106, 71]"
23300,"[75, 84, 93, 51, 34]"
23301,"[31, 25, 106, 112, 28]"
23302,"[68, 109, 103, 21, 34]"
